Gene,Coefficient(Slope),P-Value,Q-Value
RP11-345P4.9,-0.1303374115021949,0.0009889332577378,0.02881795221658532
MIB2,-0.1814400671893423,0.0011580803468404,0.03184983490917437
MMP23B,-0.5448734500694896,0.0001832835475666,0.010822909950717214
CDK11B,-0.0612500879142973,0.0716161870317137,0.3566567125009409
RP11-345P4.10,-0.0035772997024804,0.9053133303704064,1.0
SLC35E2B,0.1384706961713584,0.0008411864607647,0.02614336462246238
RP11-345P4.6,0.0786891198674442,0.3452531936467888,0.7273874014960441
MMP23A,0.2021913061940269,0.2547359537277419,0.6457088166733814
CDK11A,-0.0038562812253102,0.9340678082921172,1.0
RP1-283E3.4,0.0356814968727764,0.6504360556241412,0.9029347437845143
SLC35E2,0.0980493069389133,0.0434264178756119,0.2713442834686282
NADK,0.1690333170751574,0.0087345519173176,0.10570531107741131
GNB1,-0.0371557385355773,0.1751780337520178,0.5438648327223701
RP1-140A9.1,-0.1571759820842276,0.0885124605423416,0.39786090777336397
CALML6,-0.0956564360491859,0.4073703129097789,0.7773483911486123
TMEM52,-0.1048758023120685,0.4129620930862255,0.7814672446810279
CFAP74,0.0491079648775034,0.5970056116627187,0.8735676450350537
RP11-547D24.1,0.0136751305219719,0.8291397499652245,0.9868038089219487
GABRD,-0.0291179230803551,0.8040928770953716,0.9772274459077251
RP11-547D24.3,0.0019724357022334,0.9296323778344184,1.0
PRKCZ,0.0944768194047313,0.1398263092844133,0.5041710175711878
RP5-892K4.1,0.2771475806470143,0.0114402520963545,0.12411491304534676
PRKCZ-AS1,0.1158141233070189,0.1203735519113264,0.4666470720652271
FAAP20,-0.0422850485110841,0.333512170175114,0.7183420024540291
RP11-181G12.4,-0.0532950495923398,0.0961091096430709,0.4145177605412004
SKI,0.0136902520794267,0.8071299855035063,0.9786300269928558
MORN1,-0.0104403098874535,0.8435856382315966,0.9930726197869241
RP4-713A8.1,0.028285765868115,0.7076192560732792,0.931935159035303
RP4-740C4.5,0.0614599526694623,0.4662050067168991,0.800266506990466
RP4-740C4.7,0.0680368722777179,0.4536584990208262,0.800266506990466
RER1,0.1091353326647366,0.0441107597677686,0.27402077802025754
PEX10,-0.1406440398974734,0.000268556457786,0.013549939134430049
PLCH2,-0.3862207638728652,0.0023336488713802,0.048074927994863355
RP3-395M20.2,-0.356639763029835,6.957044439554678e-05,0.006393246292808601
RP3-395M20.3,-0.1494174264288206,0.0949867194344145,0.41236699700704227
PANK4,-0.1290020910272085,0.0002193109305891,0.012120475454817566
HES5,0.0192765607208589,0.8071147905742668,0.9786300269928558
RP3-395M20.12,-0.2431265751804898,2.0562361852993977e-05,0.003075453310352458
RP3-395M20.8,-0.1550894627351811,0.0168148640779243,0.15673898592187308
TNFRSF14,-0.1564361382075742,1.4880832813268683e-05,0.002515091098891529
RP3-395M20.7,-0.0897485791233826,0.2863302817302659,0.6815961643162356
RP3-395M20.9,-0.2107972543188506,0.0063380209849453,0.08702632009907779
FAM213B,-0.3099719437126257,1.9735778596057974e-11,1.657562500178457e-08
MMEL1,-0.691634486582217,8.411820495468595e-15,8.349420081611302e-12
RP13-436F16.1,0.0072669752723348,0.3292861236488308,0.7150967853829926
TTC34,-0.0555704641505961,0.4667143299758026,0.800266506990466
ABC14-1188822O7.1,-0.0243043952180384,0.1829509683846868,0.5553944984739377
RP11-740P5.2,0.0184701173918227,0.1717828746727457,0.5385614594920193
RP11-740P5.3,0.0038898957584251,0.7161289552085234,0.9364499358710286
ACTRT2,-0.1401525237941795,0.017704313574377,0.16110592715435315
LINC00982,-0.1261267615173289,0.2064349031741307,0.5908406330125902
PRDM16,-0.1553165343399926,0.1804540969240738,0.5519146017593846
MIR4251,0.0,1.0,1.0
RP1-163G9.2,-0.0107753848632054,0.5070904535028076,0.8206667082782593
RP11-193J6.1,0.0004117174452287,0.9877355111550818,1.0
RP11-22L13.1,-0.007780804599161,0.8056787653397296,0.9780001173309673
ARHGEF16,0.0174846655345199,0.8585143246699198,0.9991641209051593
RP11-168F9.2,-0.0545487795065849,0.2728526930805889,0.6672459818441773
MEGF6,-0.0868160914917304,0.1826266143702891,0.555153278710294
MIR551A,0.0,1.0,1.0
RP11-46F15.2,0.2832897918825723,0.0028335564880877,0.054068338272521395
TPRG1L,0.0240927161346149,0.6070281141636511,0.8786657512507502
WRAP73,0.0494144461606872,0.2479132226783606,0.6373887609547274
TP73,-0.0688812795397482,0.5193309442522172,0.8285739517963889
RP5-1092A11.5,0.0795229061823407,0.3499388700764166,0.7314163174398612
RP5-1092A11.2,0.0598824386829282,0.0059587501746668,0.08388346816281846
TP73-AS1,-0.0057972457642671,0.8755121507653947,1.0
CCDC27,0.0938274290260337,0.1110500402276472,0.4479748611621751
SMIM1,-0.2525814606706361,0.08169135665476,0.38126560331528603
LRRC47,-0.0128279863650504,0.6430006085828353,0.8993342768397857
RN7SL574P,0.0427931472037534,0.5935275885700442,0.871716855944842
RP1-286D6.5,0.069721491782662,0.3520803086806533,0.7333372076113783
CEP104,-0.1412687517336317,1.0535068394415594e-06,0.0003528407691950528
DFFB,-0.0370896231525915,0.3498473938228684,0.7314163174398612
C1orf174,-0.1481511117007697,9.34604527724369e-06,0.0018353212366017538
LINC01134,0.0736995977186508,0.5805085967067156,0.8646631825866126
LINC01346,0.0556562357077602,0.0749780890807903,0.3649432809467283
LINC01345,-0.0535733571250887,0.028718925782616,0.21345454000334552
EEF1DP6,-0.0470654832660172,0.0511512109015797,0.295904090869878
LINC01777,-0.0085030428715157,0.6761875674995579,0.9162864369383638
RP1-37J18.1,-0.0010457394868381,0.4768112374906375,0.800266506990466
LINC01646,-0.0207338796279461,0.1999636446472094,0.5814236892566055
AJAP1,-0.5170266908812958,6.361341035732128e-06,0.00139859701365551
RP11-542C10.1,-0.0027633783687468,0.7029081329954272,0.929942217778791
RP1-58B11.1,-0.0034794146327477,0.8068883996436078,0.9785332218176612
RP3-491M17.1,-0.011992527472333,0.3936737165753149,0.7664289980842193
RP11-154H17.1,-0.1005182820062818,0.2727573228213034,0.6671311723772667
MIR4417,-0.0018768370588491,0.4768112374906379,0.800266506990466
MIR4689,-0.0073060846370395,0.1593554561444803,0.521280185199958
NPHP4,-0.0445495836903451,0.1631683590365575,0.52527934051915
KCNAB2,-0.0669241188360822,0.0490328907274667,0.2894902175090893
CHD5,-0.2440817053811232,0.0211322914004281,0.17767816843208226
RPL22,-0.1175085680492965,0.0313701950408336,0.22441117260518958
RP1-120G22.11,-0.0398112572978543,0.4168085177053392,0.7847160257464523
RNF207,-0.3691916929692963,0.0026926889410135,0.05209153293228847
ICMT,-0.021287520580328,0.5431667278449512,0.8426894966042849
LINC00337,0.0117908574140579,0.8834555714864247,1.0
HES3,-0.0053083255602197,0.816517721735599,0.9818788375036306
GPR153,-0.1303990882096487,0.2178009783135561,0.6060544924110346
ACOT7,-0.2384489172255059,0.0045515328474854,0.07119692871344498
HES2,0.0336203083024787,0.7169315898978544,0.9369669580218062
ESPN,-0.6887259649512832,6.616667540361383e-07,0.00025084521830792266
MIR4252,0.0019238341900969,0.5842249470207468,0.8665437240601155
RP1-202O8.2,-0.0430484245016659,0.2020077867084493,0.5846577842549392
TNFRSF25,-0.2180466791930858,0.0155613122354682,0.1496957105830273
PLEKHG5,-0.1600151674946558,0.0778924447697499,0.3718024258870496
NOL9,-0.0454262691433088,0.242047202033953,0.6318179618168481
RNU6-731P,-0.0161353327896423,0.1677411194999685,0.5331701350268699
RP11-58A11.2,0.0602241042979006,0.3375657262691969,0.721416757235815
TAS1R1,-0.0194478947734447,0.8473075626656955,0.9947085622341101
ZBTB48,-0.0857855699350028,0.0187200820944374,0.16618332972156066
KLHL21,0.1670249367637657,0.0152840578336284,0.1481879106799768
PHF13,-0.0954996402021588,0.108377902839558,0.4423319068729541
THAP3,-0.0522304620844925,0.1461007132293583,0.5163082688126054
DNAJC11,-0.0875825570474773,0.025324402320095,0.19757396863092236
LINC01672,-0.0299194689050973,0.2914338070284849,0.6868989894352409
RP11-312B8.1,-0.0387566668951961,0.544407118570353,0.8435111942156074
CAMTA1,-0.1628566835344962,8.685514962656702e-07,0.00030394848259061196
RP11-312B8.2,-0.0091952815664325,0.7507580669355913,0.9531818350512962
RP11-334N17.1,-0.0054413045896599,0.5644613476187191,0.8553708301092448
RNU1-8P,-0.0057296009208896,0.629686018643456,0.8921741404420568
CAMTA1-IT1,-0.0121261436936372,0.674011725409777,0.9151001379325173
RP3-453P22.2,0.0075177278729456,0.622548080402815,0.8883183453496843
RP4-549F15.1,0.0356029169055836,0.0436289165667685,0.2721112547941307
RP11-338N10.1,-0.0191644629558071,0.7459985185057438,0.9507616243402109
RP11-338N10.2,-0.0624323616884387,0.2584234545391425,0.650971448421967
RP11-338N10.3,-0.0449113840353105,0.2505567051858771,0.6402842133364884
VAMP3,0.0338124337002734,0.4293111599071141,0.795000400001921
RP3-467L1.6,-0.0162488990190591,0.8355132148192779,0.9897436784943913
PER3,-0.3725028508783696,4.466696893048819e-06,0.0010719772202624242
RP3-467L1.4,-0.2466894196451194,0.0007507884484344,0.024460034087459455
UTS2,-0.0182021615101373,0.910689068080884,1.0
TNFRSF9,-0.2063465154758084,0.0101570157607816,0.11573948583187055
RP5-892F13.2,0.0939879491062943,0.3159247887404912,0.7069444887449957
PARK7,-0.0921393078163358,0.0074389554086281,0.09562219299925247
Y_RNA,-0.0113557131876298,0.8099509413806901,0.9798528961542046
ERRFI1,-0.1551711859823012,0.2601484423703886,0.653086717827842
RP11-431K24.1,0.0385459866214015,0.4939210419911536,0.8119527093372597
CTA-215D11.4,-0.0702962610379781,0.2136958013396701,0.600385012955343
RP11-431K24.2,-0.0304118399112193,0.1278209497689391,0.4825727033046973
LINC01714,0.004686409794949,0.9005439972389215,1.0
RNU1-7P,0.0153051077004119,0.1353110780212331,0.49598336662300724
RP11-431K24.4,0.0185915020070838,0.3533225726481839,0.7337957018775656
RNU6-991P,0.0027169020822378,0.6303631238432209,0.8926353405136814
SLC45A1,-0.1830842591344452,0.0421263744815801,0.26699291345307696
RERE,0.1553841663492795,0.011476588123027,0.12429721269803617
RP5-1115A15.1,0.2663802657007774,0.0181898738035317,0.16346034414525143
SNORA77,-0.0175607740641826,0.5024512504252918,0.8173610257521837
RP5-1115A15.2,-0.0832257345512391,0.1439653513370118,0.5126185680755351
RPL7P11,-0.0509171979308631,0.2382233426734788,0.6279617925268255
RPL7P7,-0.0003782830405592,0.9932806695158278,1.0
RP4-633I8.3,-0.0193785457678404,0.4812332534361612,0.8035744812393586
RP4-633I8.4,-0.0107330088192619,0.7131369409525274,0.9347754535629421
RPL23AP19,-0.0019080007792625,0.9351136022122624,1.0
ENO1,-0.0897057164620828,0.1009446647226631,0.4257078804586118
MIR6728,0.0216652591628247,0.7222778422433276,0.9396775944312097
ENO1-IT1,-0.1519862191227933,0.3478680103817768,0.7299490427605211
ENO1-AS1,0.1375262588379011,0.1099602112428057,0.4459179804016676
RNU6-304P,0.0357594090409724,0.0835107071072162,0.3853775589515762
HMGN2P17,0.1423224775873797,0.090090072419876,0.40083712502523355
RP3-477M7.5,0.2945348170450609,0.0103664922398795,0.11724208501336268
RP3-477M7.6,0.0873281788314021,0.0024735161245453,0.04979673469289905
CA6,0.3108563854241125,0.0087763100942729,0.10599918598817393
RN7SL451P,0.0287005755090095,0.3148596588030928,0.7067360429554076
SLC2A7,-0.0137211131018552,0.7611419545027324,0.9586623657302779
SLC2A5,0.1232858914542037,0.3634953014561501,0.7425233113973488
SCARNA16,0.0147721912335707,0.5128261266239483,0.8250228001281218
GPR157,0.1621660793155664,0.0056500180708063,0.08099941872937436
MIR34AHG,0.0617477430393828,0.5206901155844377,0.8292399075231373
LINC01759,0.1529382684445902,0.0819683985474011,0.3821576706065868
RP3-510D11.4,-0.0114349246744548,0.7854071039637411,0.969417776941269
H6PD,0.1921773250886295,0.0014264368051613,0.03638952725209582
SPSB1,0.0148263806160384,0.8180642842200888,0.9824833994223664
RNA5SP40,-0.0044193311799649,0.5069586863971078,0.8205612134662864
RP13-392I16.1,0.0347297718548615,0.5400277576758538,0.8405187554394927
SLC25A33,-0.1017470883353413,0.0206869054783608,0.17528152565304375
RP13-15M17.1,0.0013527798218216,0.9867031442956908,1.0
TMEM201,-0.0613375204575136,0.3072134287402782,0.7017026694192404
PIK3CD,0.1352396271522224,0.0199179692031547,0.17155839201934642
PIK3CD-AS1,0.3013987871462267,0.012560144765967,0.13115597227690715
RP11-558F24.2,0.0196041233390225,0.8170680148394838,0.9821079102143886
PIK3CD-AS2,0.1844724110669321,0.0376449304266145,0.24922594216397329
CLSTN1,-0.1597461625654289,0.0136711144547408,0.13890278874902262
MZT1P1,0.0058727556019658,0.7546775816140416,0.9552723652814
RP11-84A14.7,-0.0498139704646508,0.4037384890791815,0.7746617225768287
CTNNBIP1,-0.0614456283554727,0.0491584540482798,0.2899078424072851
LZIC,0.0748355700380156,0.0381018535854497,0.2513488495747618
RP11-84A14.4,-0.0356847659474261,0.6785732713881893,0.9177424013780263
NMNAT1,0.212353399998361,0.0273656362603017,0.2076365274110341
RN7SKP269,0.029236074909137,0.7206306149898821,0.9389028418516904
RP11-84A14.6,0.0941411632793321,0.1534972211539271,0.521280185199958
MIR5697,0.0044206444048973,0.1603314696236163,0.521280185199958
RBP7,0.1074712668758376,0.2592515822120894,0.6519444643291898
UBE4B,0.0632075627573213,0.0838256390947683,0.38604768765493425
RP11-496H15.2,0.0137074551751948,0.7264760538012365,0.941813838259727
PGAM1P11,0.0564791035295502,0.3840029606302327,0.7588318839761697
RNU6-828P,0.0028411395668951,0.918421085925606,1.0
KIF1B,0.2715904756457813,6.110001417599718e-05,0.005979412776597793
MIR1273D,-0.0177022952423371,0.0358473653748556,0.24221621161828794
RNU6-37P,0.1098376010053241,0.0431733444129502,0.27062073136895454
PGD,0.2164240336890399,0.0189753168617478,0.16742011762349665
RP4-736L20.3,-0.0834471194128933,0.0756820892991665,0.366781515891122
CENPS,-0.0218554318817375,0.7432757400740259,0.9496117295137192
CORT,-0.1722736168655691,0.0677538639194625,0.345490280131823
DFFA,-0.045566301638492,0.0812660658755761,0.38029119392074834
PEX14,-0.173846280419202,0.000283363685188,0.013912003889134321
RN7SL614P,-0.0456157389098485,0.4742832172853705,0.800266506990466
CASZ1,-0.188014480814645,0.0009577820150531,0.028293958747715817
RP4-734G22.3,-0.3475819183384939,6.782952962779795e-05,0.006279846425706891
HSPE1P24,0.0005050858627811,0.9549442961511784,1.0
C1orf127,-0.1616933341167999,0.1194346730812339,0.4645360069676737
CFL1P6,0.0073848977071231,0.8721538235235238,1.0
TARDBP,-0.0115103203791838,0.5939089672311266,0.8718178546401681
MASP2,0.1888369594117678,0.0829635757633576,0.3843145972060431
RP4-635E18.8,0.1551896850188583,0.0480211178247128,0.2867631215254108
SRM,-0.0801560179891939,0.0824434307458718,0.38291235079791
EXOSC10,-0.1206869991217045,0.0063112104750592,0.08680774506432018
RP4-635E18.7,-0.0841952392207073,0.2365843461674233,0.6260706990153547
RP4-635E18.6,-0.0560948691058057,0.502596385449008,0.8174152969038433
MTOR,-0.0332932922837152,0.2772735199776394,0.6722439047217342
MTOR-AS1,-0.0060473107931789,0.8913743578157844,1.0
RNU6-537P,-0.0069964465713262,0.2998112632233289,0.6944592603652818
ANGPTL7,-0.0530177787860995,0.6558620079056294,0.9057377528511249
RNU6-291P,-0.0189131925861258,0.0855978482685311,0.38990751553460096
RPL39P6,0.0040862829984457,0.8540866160303999,0.9971704134964284
UBIAD1,-0.0041460913464374,0.9088863227973306,1.0
UBE2V2P3,-0.0496466525707055,0.337904872435531,0.7214896239242474
MTCYBP45,-0.0028288833695372,0.8491842155094356,0.9952902023768914
DISP3,-0.1862985300867927,0.0935914213068537,0.4093569832664054
LINC01647,0.0093902842256072,0.835636521411627,0.9898253119446178
FBXO2,-0.1685380049422433,0.0920792113779663,0.405778843037289
FBXO44,-0.1335980274241854,0.0504571089101253,0.29400731023818555
FBXO6,0.0649849098534716,0.1649354741304439,0.528444005148729
MAD2L2,-0.0229481396135447,0.6061602436717135,0.8782009751825165
DRAXIN,-0.0729725035671097,0.4585232120436915,0.800266506990466
AGTRAP,0.1761497379000625,0.0474822568128585,0.2852279229673824
C1orf167,0.2023370716348102,0.0360835347679124,0.24315391734593794
RP11-56N19.5,0.0622692393982257,0.0349652062548351,0.23899092774057318
MTHFR,-0.0827035320669317,0.0093599664146616,0.11028760326242859
CLCN6,-0.1046046017082253,0.0196093702753634,0.17017409994610547
NPPA-AS1,-0.1012012154507243,0.1583001219914878,0.521280185199958
NPPA,-0.1582665643626047,0.1849470966614474,0.5584111443472007
NPPB,-0.0357432386949379,0.7944329305332914,0.9730367073839535
RP5-934G17.6,-0.0249451547338401,0.676757842698668,0.916601673951443
RNU5E-1,0.0517802114566342,0.463322940508732,0.800266506990466
RNU5E-4P,0.0497662120835801,0.2215664208385677,0.6103418128175946
KIAA2013,0.0673089167611209,0.3782984016579221,0.7539176557262544
PLOD1,-0.0067375775850126,0.9031803388678874,1.0
MFN2,0.0650337469374355,0.2321970968005169,0.6219553726042432
RP5-1077B9.5,0.0031109627612043,0.7899460647298777,0.9716128441000954
MIIP,0.0037056947614544,0.9417104844822486,1.0
MIR6729,0.0052228910719633,0.7391007809523192,0.9480312182405743
RN7SL649P,0.0411346779681056,0.0838604484795612,0.38611028113318757
TNFRSF8,-0.1281223579593386,0.0456614218912355,0.2796292520146952
RNU6-777P,0.004168996492558,0.5021417674403412,0.817266030838695
RPL23AP89,-0.0572282428730413,0.0354763967824787,0.24103639740498786
MIR7846,-0.0001321981708737,0.9883681963719751,1.0
TNFRSF1B,-0.172531058661761,0.001091924641505,0.030707062543671296
MIR4632,-0.0543800840616477,0.0335942943128138,0.233836505817306
RPL10P17,0.0656660550985055,0.3487567734362987,0.7306737015048463
SNORA70,-0.0370194124922646,0.3136435825695297,0.7067360429554076
VPS13D,0.0571180491142971,0.057922064701529,0.3164296363640419
SNORA59A,0.0766621125169067,0.3438639949583364,0.7262691080332626
RP5-888M10.2,0.0419048839128712,0.450887321389343,0.800266506990466
DHRS3,-0.2402585191564451,0.0199429971059482,0.17161714703658745
RNU6ATAC18P,-0.016150784878763,0.692060766767682,0.9251201395573176
MIR6730,-0.0221370934901597,0.0440487637426368,0.2738040546498567
RP11-474O21.5,0.1103814956011865,0.1590242489789115,0.521280185199958
AADACL4,-0.0137035003096121,0.6915624246854091,0.9248021239792631
RP11-474O21.2,-0.0235988666648226,0.1294549318065889,0.4857620717783806
AADACL3,0.0142228728143964,0.8095517650153154,0.9796746268944857
C1orf158,-0.0721345551559606,0.2585587813624254,0.6511621069399606
PRAMEF12,0.0119718681348481,0.633906558351303,0.8943847719807839
PRAMEF1,0.0226021954031401,0.3484215709917632,0.7303982184003662
LINC01784,-0.0197880489320471,0.1363720178077604,0.49794804335236814
PRAMEF11,0.0157444250906217,0.4733295894633972,0.800266506990466
PRAMEF30P,-0.0051017347347271,0.8192689324266674,0.9829924434393951
HNRNPCL1,0.0463269277010613,0.5515249693486282,0.8477545648913252
PRAMEF2,-0.005759188386384,0.8141673807781646,0.9810954978089502
PRAMEF4,-0.0103132431179621,0.573681083129848,0.8602923134622016
PRAMEF10,-0.0004757060261592,0.9829300142471836,1.0
PRAMEF7,-0.0405627483660258,0.036270069058067,0.2438824012896165
RNU6-1072P,-0.0023809207182011,0.4768112374906381,0.800266506990466
PRAMEF29P,-0.0086391308041028,0.4198923254342535,0.78756139043863
PRAMEF6,-0.0019403232777301,0.9062097016780586,1.0
PRAMEF28P,0.0218010463177429,0.0482205731334735,0.287140180913532
