Gene,Coefficient(Slope),P-Value,Q-Value
RPS3AP53,0.0263198802394915,0.474328140343192,0.800266506990466
COL6A4P1,0.0459340195787121,0.3496053298696744,0.7311390655932143
CAPN7,0.0350464243706482,0.5092701699778435,0.8222790547286514
SH3BP5-AS1,0.1417478094473403,0.0040458445688864,0.0666202986972484
SH3BP5,0.1304446364076151,0.0282599336720627,0.21158164440627558
RNU6-454P,0.0003568325534999,0.9513296931429808,1.0
HMGN2P7,-0.0424853249853218,0.3848198546195106,0.7596576318910476
METTL6,0.0516616179050063,0.1269890254165076,0.48096190339517025
EAF1,-0.0357357613451635,0.543240505052889,0.8427560571709951
RNU6-1024P,0.0337938503922935,0.35673109694948,0.7366163871951741
EAF1-AS1,-0.0261858404142143,0.7850330731372531,0.9692757102501169
COLQ,-0.155363088219323,0.1689890753257662,0.5350259003760499
MIR4270,0.0,1.0,1.0
RN7SL110P,0.0284835839062998,0.2636521827595867,0.6574111306327473
HACL1,-0.0330609074631165,0.2739828015765747,0.66809313487888
BTD,-0.09824010401825,0.0014613116481453,0.03697230629374762
ANKRD28,0.3448878521734007,4.257381388750406e-09,2.8002284912609903e-06
MIR3134,0.0,1.0,1.0
RP11-44D5.2,0.0073422769652579,0.8643041577111329,1.0
RP11-44D5.1,0.0298989850276895,0.7034750423163709,0.9301067936579154
RN7SL4P,-0.0382717851590774,0.6935921750494869,0.9253771939073657
MIR563,-0.0014272005927896,0.4768112374906386,0.800266506990466
IMPDH1P8,0.027866454516,0.7517507090767668,0.953698984707168
GALNT15,0.0772857225268061,0.5271672402601288,0.8328012842631292
DPH3,0.0959340135898319,0.1544461957367556,0.521280185199958
OXNAD1,0.0293999923201016,0.5538516093347465,0.8489875872603838
RP11-608O8.2,0.0407610642319407,0.3572466143090609,0.736979153909073
RFTN1,-0.2363127860407701,0.0120615892477119,0.12785753013807535
RP11-415F23.2,-0.0460410645135671,0.5978298559070118,0.8737490220315196
RP11-415F23.3,0.0683599963909055,0.5034646739594322,0.8178831962235263
RP11-415F23.4,0.1469432793548713,0.0880743516795691,0.396639802390733
RP11-194G10.3,-0.0004404577865305,0.9717901123487502,1.0
LINC00690,0.0144345013238645,0.537366102330729,0.8388055784351647
DAZL,-0.0662380532917387,0.4426361758355995,0.800266506990466
AC091493.2,0.0583380985265011,0.1071466829632289,0.4396500462128695
CDYLP1,0.0128319488512102,0.7279334431606226,0.9425759269776635
PLCL2,0.0666719102964054,0.0695489354576737,0.35058314723040834
PLCL2-AS1,-0.006826910290276,0.8842946446811435,1.0
TBC1D5,0.0464745236699661,0.1150164924682668,0.4559534567899884
AC090960.1,0.0072742710130272,0.7065900254100902,0.9317630569429594
AC140076.1,0.006587515248922,0.8898772767562093,1.0
RNU7-10P,0.0023473742123611,0.1603314696236157,0.521280185199958
AC104451.2,-0.028097359083493,0.5175300271580056,0.8274669456815276
AC104297.1,0.0910199289413663,0.0167925591568514,0.15660388502124858
PDCL3P3,0.0031708580339924,0.839542694315053,0.9911189751540206
AC132807.1,0.006297555826753,0.1719010000495487,0.5385915630569882
RP11-320G10.1,0.0036453166380526,0.8276532734507648,0.9861710040912528
SATB1,0.0645718658322725,0.2301006365335925,0.6194720361792031
RP11-158G18.1,-0.1360415509965489,0.05232684953324,0.2996567051000355
SATB1-AS1,0.0644219558438596,0.4688385823025531,0.800266506990466
RAD23BP1,0.1119482998307217,0.1499371478192816,0.521280185199958
RNU6-138P,0.0,1.0,1.0
KCNH8,0.1473202115740003,0.2296235676119244,0.6189507630015394
MIR4791,0.0,1.0,1.0
EFHB,0.1832584575157872,0.1220225670936483,0.4705082626625546
HSPA8P18,0.0752763894432249,0.1404974815863688,0.5054391113517657
RAB5A,0.1493939522661306,0.0006739403986662,0.02290893788542042
PP2D1,0.1340892330163862,0.1571633152411616,0.521280185199958
RNU4-85P,-0.0072643815843442,0.7425310189254184,0.9493261664929377
SAP18P3,0.076177547627991,0.3115145948468442,0.705790807423202
RPL39P18,0.0320328792911696,0.6478368404629067,0.901533205737912
KAT2B,0.0233840882499539,0.6825622703996614,0.9200549977406434
MIR3135A,-0.0070319201077736,0.1593826224818548,0.521280185199958
SGO1,0.1018749500696493,0.3242295288805946,0.7112672999835437
SGO1-AS1,-0.0165558107145677,0.8282066346345907,0.9864881436661772
RNU6-822P,0.0153782571727677,0.0666587849722519,0.34252978061042694
RP11-669C19.1,0.0589744265131476,0.4545079246191019,0.800266506990466
RNU6-815P,0.0,1.0,1.0
RP11-901H12.1,-0.0249240262510633,0.0399306749930671,0.2582814465902274
VENTXP7,-0.0027808130220891,0.8361086595811673,0.9900637464320432
ZNF385D,-0.1070518044735646,0.2815066647798349,0.6769156709082719
ZNF385D-AS1,0.0255196650966649,0.7441018244876095,0.949911299280413
ZNF385D-AS2,0.0050694592252132,0.2245820963817562,0.6131901510805353
HMGB1P5,0.200598283116328,0.0029289334544851,0.05504176769268523
AC092421.1,0.0033782147660816,0.4100450711905761,0.7795951824628516
RP11-1037D22.1,0.0148529644849167,0.0448123615378949,0.2766165130118451
RANP7,-0.0050970374935937,0.507175093614132,0.8206694313984527
SALL4P5,0.0051035900926637,0.814324857814454,0.981099598495196
RPL24P7,-0.0033574496028063,0.9585419208369614,1.0
UBE2E2-AS1,0.0036117464818617,0.7898132691548706,0.9716078857241796
UBE2E2,-0.0838023334212914,0.0485779333602751,0.2882018457329974
AC121251.1,-0.0261921355109604,0.4527338705290928,0.800266506990466
RNU6-922P,0.0032238890016184,0.1603314696236161,0.521280185199958
RNU6-788P,0.0006065936985812,0.8651180637010003,1.0
UBE2E1-AS1,-0.0350972727798125,0.2268720546024573,0.6157138230859973
UBE2E1,0.0111934173353708,0.7429866095330786,0.9494943554108523
ARL4AP4,-0.0416274789438736,0.5205836332864728,0.8291730018471385
NKIRAS1,0.033764805716613,0.4636874573806175,0.800266506990466
RPL15,-0.1095864274190412,0.0055944468694743,0.08045628121663355
NR1D2,-0.1248828056191013,0.1368299766429946,0.4988528172094538
LINC00691,-0.0250959819817844,0.308936037423152,0.703309080509145
THRB,0.2961502523368978,0.0005340819950144,0.020089334067288665
RPL31P20,-0.0007817247593695,0.9123550881036486,1.0
THRB-IT1,0.0567503787058253,0.1571536215223574,0.521280185199958
THRB-AS1,0.2845508961633823,0.0003181392711615,0.014831647387915122
RP11-317L10.1,0.0,1.0,1.0
MIR4792,0.0110138683875889,0.034580436675756,0.23755624382696247
EIF3KP2,0.0211282135765593,0.2806123435458217,0.6760752486364578
AC133680.1,0.0130916048382261,0.1347294120803296,0.49500190670483707
RN7SL216P,0.0,1.0,1.0
RNA5SP125,-0.0058049514219934,0.2220689767031785,0.6106667497406291
RARB,0.0066055569730657,0.941413301653666,1.0
CFL1P7,-0.0046783284620564,0.4922463611918626,0.810835596831397
RNA5SP126,-0.0016372222753166,0.4768112374906375,0.800266506990466
AC133141.1,0.0083304826571405,0.4053718060354292,0.775834185928203
SNORD5,0.0,1.0,1.0
TOP2B,0.0094328122408331,0.7036333443692485,0.9301463939485374
MIR4442,-0.0009883167740534,0.4768112374906379,0.800266506990466
CRIP1P2,0.0028698238374979,0.8786074927299309,1.0
NGLY1,0.0173865717532472,0.6901631829671171,0.9240315998661154
AC092798.2,-0.042361809778929,0.6702589320918855,0.9128107410652311
TAF9BP1,-0.0831134391345289,0.4569159815296162,0.800266506990466
OXSM,0.0263088041170148,0.5706441613215623,0.8584823069262627
LINC00692,-0.0080288707511888,0.4502209029317543,0.800266506990466
RPEP2,-0.0135730287796601,0.2001747118968048,0.5817374432723112
HMGB3P12,-0.0110830803534334,0.1641406777294528,0.5270109909196193
VENTXP4,0.003992618943807,0.6916960096405018,0.9248816635224424
AC099754.1,-0.0066757978139961,0.5170866048724825,0.8274153205127937
LRRC3B,0.0061409926851951,0.9301974878270388,1.0
AC114877.3,0.0031949335841019,0.8684040102502547,1.0
NEK10,-0.0223554770700175,0.8275877878243973,0.9861710040912528
MINOS1P3,0.0084033576563111,0.6437768977366858,0.8994467394706042
RNU6-342P,0.0,1.0,1.0
SLC4A7,0.0211152044696487,0.808832919349961,0.9794329601603653
RPS20P15,0.0018012380038326,0.9755472399833742,1.0
AC099535.4,-0.0805960917274265,0.2593514130346628,0.6520153046460194
RNU1-96P,0.0,1.0,1.0
AC137675.1,0.0,1.0,1.0
AC098614.1,-0.0009767208907016,0.9539910968293012,1.0
AC098614.2,-0.0999952107655083,0.0809459733144298,0.3797046378399512
RP11-222K16.1,0.0118449230467237,0.8528026934622451,0.9966434320529807
AC098614.3,-0.0312757178539269,0.0534181194350647,0.30261754171313504
LINC02084,-0.3373002453273061,0.0088966104271756,0.1068611125281343
EOMES,-0.4019774717854277,0.0117161800940266,0.12573522643204707
LINC01980,-0.0187320411918444,0.36491519746751,0.7436704444587111
LINC01981,0.0049375298436442,0.7532036670475952,0.9544899562494563
LINC01967,-0.0050818672607132,0.5045089168652834,0.818751448072044
CMC1,-0.0058838526269098,0.9255677334466392,1.0
AZI2,0.1657048498251224,0.0075377775341525,0.09639314854636993
ZCWPW2,-0.0025575805918537,0.9791957637376388,1.0
FAM96AP1,-0.0102512252039405,0.3334322895496803,0.7182549639386081
AC093142.2,-0.0014663883049852,0.961258958816164,1.0
RBMS3,0.0679325580874817,0.4843699668016338,0.8056719143674468
MESTP4,-0.0002934289690107,0.9803870239636756,1.0
RBMS3-AS3,0.0431591336473159,0.4130193602156012,0.7814672446810279
RPS12P5,-0.0066810037556367,0.3981837776420114,0.7702377148689918
RBMS3-AS2,0.0172625980627923,0.5046981260621111,0.8188911293787825
MTND4LP9,-0.0036898058526187,0.3150001338052759,0.7067360429554076
RBMS3-AS1,0.0139652150215819,0.0636113080926685,0.3332621800241665
LINC01985,0.0189229192676905,0.4055902168897471,0.7759314942684705
AC116035.2,-0.0218583081895573,0.1894380270965474,0.5657440249045249
TGFBR2,0.1467349994685239,0.0282526804308412,0.21158164440627558
AC096921.2,0.1246470761399509,0.1158965691093391,0.45778348171746186
RP11-1024P17.1,0.0739789658756652,0.2180548391367249,0.6062046149972742
GADL1,0.0750620753364298,0.1737554165591817,0.5413216383191046
MIR466,0.0,1.0,1.0
CNN2P6,0.0140367488414317,0.7229923798378625,0.9400657362003665
RNA5SP127,0.0030175456863813,0.1603314696236162,0.521280185199958
AC115283.1,-0.0020940930748212,0.6914327035942378,0.9247135366165375
THRAP3P1,-0.0523551918974364,0.3234227389804002,0.7106105649940097
STT3B,0.0328111307942503,0.4108838231509992,0.7798891105324324
OSBPL10,0.0101551309001769,0.9188111563698468,1.0
OSBPL10-AS1,-0.0234730796857335,0.6979857036756997,0.9272973173073259
ZNF587P1,0.0824982524370651,0.0264975404731772,0.203139127862897
ZNF860,0.1710150074283523,0.1561875636897841,0.521280185199958
RPL21P40,-0.0155403705041345,0.8076557742540573,0.9787897979460897
NIFKP7,0.039381894467476,0.0851829944683314,0.3890047979107588
GPD1L,-0.0086101233697588,0.8452183111719911,0.9938005178440952
AC094019.4,-0.0253001888338073,0.6547060138792289,0.9050623047964209
RPSAP11,-0.1069929545110491,0.1196792392322651,0.4649867645126906
RP11-384L8.1,0.0273863754923926,0.7682759504591646,0.9616572817780236
CMTM8,-0.0571524175492177,0.3687097217576676,0.7470292734718454
RP11-384L8.2,-0.0027995273963854,0.8340577054831889,0.9892582992678196
KRT18P15,-0.0633708896884795,0.4155916055376506,0.783397566710798
CMTM7,-0.0282387596788764,0.4580969204098479,0.800266506990466
CMTM6,0.297332266618875,0.0004467066274401,0.018185390160484666
MIR548AY,0.0092474705291581,0.7250715654067089,0.9411104826125309
AC104306.1,0.1704284970480687,0.0489478752466747,0.2892576754131268
DYNC1LI1,0.1189092834109921,0.019048811645298,0.167697033070699
AC104306.4,0.0680330970192708,0.0023906114236151,0.04870258402343502
IGBP1P3,0.039223994149279,0.3955466919369809,0.7681605577340017
RPL30P4,-0.0054587064718306,0.9467434296079016,1.0
CNOT10,0.0108883003373126,0.653573611044092,0.9045595508041934
CNOT10-AS1,0.0275263344405346,0.5236748565450919,0.831011504229686
SUGT1P2,0.0247542670275717,0.7578189254137166,0.956842139157675
RPL23AP43,-0.1386354694027639,0.0713248031028892,0.3557898072910204
TRIM71,0.0842895267671108,0.4777925813939349,0.8010211775161286
CCR4,-0.2784661045789017,0.0049592539558277,0.0748715685720536
GLB1,0.0496233703347847,0.1992392806546885,0.5801307168116036
SEC13P1,-0.0623636021122597,0.3744422450972007,0.7512333305889438
SUMO2P10,0.0643624953655795,0.166950484988375,0.5318721333149724
TMPPE,0.0941987245272318,0.0677421934130132,0.3454630380946489
RN7SL296P,-0.0560572875591426,0.080133577786754,0.3777362075819067
CRTAP,-0.1125303246510927,0.0021196629108144,0.04553687435837441
SUSD5,0.0450521636363203,0.6624290627403832,0.9088255931428767
AC123900.2,0.0043106878284623,0.2884776874957395,0.6839248227082434
FBXL2,-0.0675195498281269,0.402156654677722,0.773557029156286
UBP1,-0.0126960935753216,0.6796629047788219,0.9181868433302974
RNU7-110P,0.0075572104492136,0.1603314696236162,0.521280185199958
RNA5SP128,0.0,1.0,1.0
CLASP2,-0.0150353926702793,0.7169673380565527,0.9369669580218062
COX6CP10,0.0454290581736683,0.0288370718034065,0.21388896742221122
AC112220.2,-0.0039894436203065,0.6425535858861108,0.8991226657319791
SDAD1P3,0.0006716189522785,0.9215076609424016,1.0
RP11-10C24.2,0.1628470944017412,0.0466575544371892,0.28317167446748553
RP11-10C24.3,0.2623684888733739,0.0241280608413478,0.19178787091596666
RP11-10C24.1,0.212062598410117,0.0226030839128248,0.18488875591383452
PDCD6IP,0.0362378122228191,0.1704131220206427,0.5368681644539889
LINC01811,0.0490402010289381,0.1035239185876081,0.43174772830669983
AC123023.1,0.088450172005676,0.049361387476222,0.29060033054048434
AC018359.3,-0.0156095420046966,0.1577317025826622,0.521280185199958
FECHP1,0.0061188540039962,0.5951591485727704,0.8726994220279918
KRT8P18,-0.019955742847077,0.198144010809661,0.5784195151774277
RNU6-243P,0.0,1.0,1.0
ARPP21,0.0648499739336132,0.6655895127226752,0.9102170009658388
ARPP21-AS1,0.0200611844755046,0.3962268574012729,0.7688496694124649
MIR128-2,0.0,1.0,1.0
AC104308.2,0.0026944914439607,0.160331469623616,0.521280185199958
RFC3P1,-0.0029250909534192,0.4768112374906383,0.800266506990466
STAC,-0.052953909734086,0.6446745464350983,0.8998970272567666
NBPF21P,0.0232046194870632,0.0949541994209025,0.41236699700704227
RN7SKP227,0.0253946011741334,0.0686290415917752,0.34813200507138004
DCLK3,0.0643100152761151,0.4654421735172062,0.800266506990466
HSPD1P6,0.0219393189408274,0.7736405220716851,0.9639077821101295
LINC02033,0.1825051867283335,0.1131838005766537,0.45237060114801075
RP11-640L9.2,0.303544274787819,0.0062131647363421,0.08602310151823178
TRANK1,0.1386874746126848,0.0228037509756835,0.1855493025987173
AC011816.1,0.0858606102310352,0.3424740422184429,0.725110885319003
RNU6ATAC4P,-0.0145328279415157,0.5292485034665884,0.8341605701804815
RP11-129K12.1,0.2196747486721707,0.0262012219692969,0.20197361052638468
PRADC1P1,0.1661525047354642,0.0526433451642249,0.3005862879620715
EPM2AIP1,0.0743984212593232,0.0771621954590754,0.370064005490806
MLH1,-0.0537404648587684,0.0949256114501956,0.41236699700704227
RPL29P11,-0.2183485220203839,0.0287445420544208,0.21346760719448027
LRRFIP2,0.1653165780420039,0.000861933387245,0.026554844953575792
UBE2D3P2,0.0781727278481561,0.3304292117768558,0.7161285119536421
RNU6-1301P,0.0108673495023786,0.3998736204215379,0.7717290870736592
UBE2FP1,0.1542210375441016,0.0732988487047516,0.36118299236145673
RP11-285J16.1,0.1906327471125445,0.1817978776704224,0.5538692174777484
AC097359.2,0.0645317658570302,0.4130633426998837,0.7814672446810279
RP11-259K5.1,0.0142662364055515,0.8656198459596989,1.0
RP11-259K5.2,0.039248212941268,0.6289637139011675,0.891976658382895
GOLGA4,0.1169514263927432,0.0051295454928078,0.07642798786663849
TCEA1P2,0.1048538244669428,0.2074827666870501,0.5924086965893586
RNA5SP129,0.0006235672358265,0.9792382547894648,1.0
C3orf35,0.0695934434541956,0.2984664997316952,0.6934861882581285
ITGA9,0.0637210665495946,0.4547363441743669,0.800266506990466
RNU7-73P,-0.0015302423950333,0.4768112374906383,0.800266506990466
ITGA9-AS1,0.0491150186267093,0.5485969424859489,0.8459692753006305
RPL21P135,0.0178752513848907,0.7237183012337218,0.9403384212384353
NDUFAF4P3,-0.0103675681256468,0.8685732434527151,1.0
CTDSPL,0.1020705876962336,0.1697983518379884,0.5361887797049666
MIR26A1,-0.005096159624372,0.2376024210863986,0.6271676465252493
VILL,-0.0888388675678062,0.0396917268285153,0.25728458216840505
PLCD1,-0.0409122732109748,0.4335504669107751,0.7982054191822823
DLEC1,0.0208724160924941,0.7401657522621914,0.9484573562307244
PPP2R2DP1,0.008420671362408,0.7717013205080818,0.9630742156450531
ACAA1,0.0072163434957129,0.8695224477371957,1.0
MYD88,0.1284871115069124,0.0616526874145218,0.32731143745342545
OXSR1,-0.0526472453364305,0.3433304468888275,0.7260435277360563
SLC22A13,0.0342374909330545,0.6953797736284789,0.9259484458002093
RP11-815I22.1,0.0828948733442938,0.0037294730927597,0.063525552287032
SLC22A14,0.1884669188211253,0.0576376267950934,0.31584561270182204
RNU6-235P,0.0001145296358312,0.9927612071135928,1.0
DLEC1P1,0.0161742467479766,0.3064644188571788,0.7010357542097901
XYLB,0.0473245608910884,0.6106433082013158,0.8814913396088169
ACVR2B-AS1,0.0456767124183611,0.6391786617538435,0.8975273377764674
ACVR2B,-0.0500408443062208,0.4642263598412921,0.800266506990466
EXOG,-0.0318926695682833,0.5176360134417444,0.8276112240682885
DDTP1,0.0371553591244427,0.2409747585081647,0.6307073552822766
RPL18AP7,-0.0004498531659261,0.995972570076733,1.0
SCN5A,0.5085536553761285,0.0026293526714342,0.051485516871928205
SCN10A,7.393203140803292e-05,0.9987676275094138,1.0
RP11-134J21.1,-0.0091666681460305,0.4346231742114737,0.7988602513906189
SCN11A,0.0892633090748672,0.3126046387721538,0.7067360429554076
RNU6-1227P,0.0125951131215412,0.0148430533626644,0.14565799303931645
WDR48,-0.0134602585274026,0.5549330125871224,0.8495273480654074
GORASP1,-0.0579282564857917,0.0748653388610293,0.3646900485099083
TTC21A,0.0076865704434088,0.909806492870616,1.0
MIR6822,0.0048632676579212,0.1603314696236162,0.521280185199958
CSRNP1,-0.1273372533586217,0.218092337440938,0.606247613706181
RP11-331G2.7,-0.0660928605584246,0.608754396260737,0.8798899852685511
XIRP1,-0.1602602063383397,0.3178556101653464,0.707789073911276
DSTNP4,0.0244717232919418,0.3034467405744325,0.6982809296938475
CX3CR1,-0.1476335572131948,0.1495760419772577,0.521280185199958
RP11-331G2.6,-0.009074418116708,0.7062458555787627,0.9316717915026899
CCR8,-0.0408560388079379,0.7095376609461572,0.9330622198528326
HNRNPA1P21,-0.1012180720828576,0.3655007727642724,0.7440308071723155
RP11-241K18.2,-0.0050245259682219,0.849219988766039,0.9952902023768914
EEF1A1P24,-0.1291240399769598,0.1192301530965729,0.4641174615651579
SLC25A38,-0.0749370706996225,0.2334575903760332,0.6230100588457939
RPSA,-0.1489664433730685,0.0047370192556414,0.07301054635911217
MOBP,0.1699404270670597,0.294293351619772,0.6891756456600289
NFU1P1,-0.0057699794870508,0.7029285716150222,0.929942217778791
MYRIP,-0.023360064434383,0.8093393190010539,0.9796746268944857
RNU4-56P,0.0033878663189225,0.160331469623616,0.521280185199958
EIF1B-AS1,0.2620590256642645,0.0041223266739364,0.06731630527262353
RN7SL411P,0.0902678551106692,0.0859337964965516,0.39081121445682643
EIF1B,0.0915281456660019,0.0631326920346888,0.331621276201071
ENTPD3-AS1,-0.0280419417731808,0.6646127045142781,0.9098555257490122
PGAM1P3,0.0692992195265631,0.0234446319990089,0.18832980430987256
ENTPD3,0.0228090716273403,0.7982264742248413,0.9745063796164658
RPL14,-0.1257275234275091,0.0197506685672135,0.17076789648738033
ZNF619,0.0357552883066194,0.3729333165845134,0.7502665931488489
RNU5B-2P,0.0463936184261328,0.5082611078566596,0.8215806716877404
ZNF620,-0.0033753748200134,0.950598125012346,1.0
ZNF621,0.0355936609997028,0.467976430215511,0.800266506990466
RPL5P10,0.0123710728409694,0.569228817296013,0.8578084096278961
EEF1GP3,-0.0464528679102611,0.1783615673207009,0.5486519022164505
RP11-528N21.1,-0.0020749636060467,0.9233454350845692,1.0
HMGN2P24,-0.029344206547545,0.3660041978865536,0.7446050214435916
RP11-761N21.2,-0.1202879757510553,0.2444006700006517,0.6341642683534569
RP11-761N21.1,0.0052907445432531,0.8215594403024176,0.9837162056673082
RP11-520A21.1,0.0155210460889212,0.5936763988948446,0.8717304600149096
RP11-372H2.1,0.0335073632662729,0.1322531867234607,0.4904534997355592
MRPS31P1,0.0059600709727697,0.450782087539286,0.800266506990466
CTNNB1,0.0859881494403674,0.0260164199135102,0.20101601788534204
ULK4,-0.1384175760526862,0.0250607072150232,0.1965518726420403
RN7SKP58,-0.0111771556536728,0.1771553656814036,0.5465725259142438
ATP6V0E1P2,0.0326843871407104,0.318925325157101,0.707902775801481
RPL36P20,-0.0023927688466357,0.8651504539064985,1.0
GEMIN2P2,0.0626132500383713,0.1094118045182247,0.44491688880885827
TRAK1,-0.0029020784119175,0.9233060833276452,1.0
RP11-193I22.2,-0.0033396677607622,0.946392810376621,1.0
TPMTP2,0.0117447502635132,0.8256436975972387,0.9853863132182338
RNU4-78P,-0.0276124675756859,0.5397654201343505,0.8404161272243919
CCK,-0.1491782952507857,0.1002644069570554,0.42414100339536404
RP11-333B11.1,-0.0393505319538017,0.0100537588734366,0.11506390029741108
SALL4P6,0.0302155804873016,0.072177413105063,0.3581365245276293
EIF4BP4,0.0158979985180012,0.3351780087600232,0.719709717567489
LYZL4,-0.0083762125788304,0.7866787977706865,0.9699598375229377
RP11-219I21.1,0.0186925891853665,0.4979701050895895,0.814342149508758
VIPR1,0.0702160812651389,0.1928366224224317,0.5703647749097904
VIPR1-AS1,0.1373898949103475,0.1144051884222231,0.45518606853334326
SEC22C,0.0772776486720256,0.0450270594988131,0.27718958414064104
SS18L2,-0.0549841627743484,0.1509288686977494,0.521280185199958
NKTR,0.0199229580309915,0.71844492622151,0.9378517571057086
RP4-613B23.1,0.0475695643977328,0.6421874862456742,0.899069068295734
ZBTB47,0.1404141890957997,0.1101740542125658,0.44651981941888585
RN7SL567P,-0.00833828170392,0.2128731631077825,0.5991843519276119
KLHL40,0.0610437469049107,0.714233144592846,0.9352702285826973
HHATL,0.2237523885224825,0.060435530731143,0.3234597751253159
HHATL-AS1,0.3526458437367674,0.0027327110506442,0.05262227925106461
CCDC13,0.095480026161332,0.1792216142899957,0.5501921142281643
CCDC13-AS1,0.1718610696549352,0.0789925148215982,0.37495516643254406
LINC02158,-0.0361785294601561,0.7079901761168534,0.9322382946109808
HIGD1A,0.1014706319110488,0.0907127785478122,0.4024344920302232
ACKR2,0.1803580817568188,0.0730066415590621,0.3604901027489434
RP11-70C1.3,0.0211545360170409,0.780258486383447,0.9668793846020914
RP11-141M3.6,0.2227463315774695,0.0208362964815981,0.17602833449758643
CYP8B1,-0.1656381987341491,0.2433344655547213,0.6330592424496447
HNRNPA1P22,1.94486640650379e-05,0.999597109468264,1.0
ZNF662,0.0571675895949362,0.5196008355254129,0.8287105133288831
KRBOX1-AS1,-0.0246948821656049,0.2531832938164005,0.643579210660641
KRBOX1,-0.0278184828044278,0.6603314952066379,0.9076174906329892
FAM198A,-0.0466593914169335,0.624531304397445,0.8895664406205891
RP11-136C24.1,0.0099296145220402,0.4745342548685567,0.800266506990466
POMGNT2,-0.059001192861079,0.2665061232428043,0.660542190142158
RP11-136C24.2,-0.015053787317215,0.7018558167081894,0.9295868976110795
SNRK,0.1241015505505914,0.0233523559843326,0.18798594939004043
RN7SL517P,-0.0738335862312737,0.2681850166583032,0.6622978571161715
RP11-188P20.3,0.2763017704968143,0.0006888674715911,0.023156806040087023
SNRK-AS1,0.2226621561922578,0.0337002479558912,0.23418583711914617
ANO10,0.0298079018499689,0.5824137074848067,0.8655884439022278
RP11-353H3.1,0.0306993792035491,0.6553027318182987,0.9054078221881393
ABHD5,0.0547800013166978,0.4133835834771936,0.7816417561197263
RP4-672N11.1,0.1252212854442576,0.0357087047091011,0.24175674976388553
RP4-555D20.3,-0.0129384858603127,0.6099518228548294,0.8809357367467617
RP4-555D20.4,0.0194562556931676,0.6663250447195708,0.9107568571949797
RNU6-367P,0.0,1.0,1.0
MIR138-1,0.0068688460681973,0.0515821013202516,0.29732552795641176
RP4-555D20.1,0.1194592812504054,0.1164264402561018,0.45870678161520073
RP4-555D20.2,0.0701669314784385,0.5175196285111743,0.8274669456815276
TOPAZ1,0.030614984664664,0.333199219664859,0.7180929217142624
RP11-424N24.2,-0.0386322619087287,0.2847237252504904,0.6799194089880045
TCAIM,0.2799660271562397,0.0001203109246958,0.008420530770503991
LINC00694,0.368113016657985,0.0033944796138938,0.06020514330139387
LINC01988,0.3602005922936946,0.0033986174735525,0.0602393912714864
ZNF445,0.1791016892553371,0.0017326705370668,0.04056148231684039
ZNF852,0.1195197455320541,0.0446794352320634,0.27613944618915487
EI24P3,-0.0009595546759181,0.9495302259330122,1.0
RP11-944L7.6,5.64218957833742e-05,0.9892153904846676,1.0
ZKSCAN7,0.4637510188667547,2.16392911573876e-06,0.0006253926289649451
RP11-944L7.4,0.044099834785086,0.2561598312647718,0.6476901259046095
ZNF660,0.2952288241016169,0.0004475983141734,0.018194554852832653
MPRIPP1,0.1823731390514026,0.0543147499828827,0.30587485362755645
ZNF197,0.1449610502542121,0.0003869192310918,0.01655383594338836
ZNF197-AS1,0.008562909522353,0.8435037965218708,0.9930726197869241
ZNF35,0.0971379034610887,0.0691195439685287,0.3494922820807855
RP11-348P10.2,0.1313654678485694,0.0867619479427294,0.3930059958587358
SOCS5P3,0.0246116895778662,0.3100506068927872,0.7042699451704263
ZNF502,0.415799003856272,4.0496326438236354e-06,0.0010141171802367885
ZNF501,0.1929810968360409,0.0389875098337939,0.2547070248310584
KIAA1143,0.1013610022528675,0.0423690379607829,0.26771843371080944
KIF15,-0.0725087195399516,0.5918168073202452,0.871024329468031
TMEM42,0.0164480156661347,0.6559501582727794,0.9057377528511249
TGM4,-0.0660810406862106,0.5366894719677178,0.8384036476845071
RP11-272D20.2,-0.0105001246562949,0.4508337151646672,0.800266506990466
ZDHHC3,0.0343121520924898,0.4699136635261073,0.800266506990466
RPL12P44,-0.1085879083578081,0.2953310944326131,0.6902012114956899
EXOSC7,-0.0658031677748533,0.0757356218666375,0.3668967139003882
CLEC3B,-0.1173054587825896,0.3421316624213973,0.7249241280475209
RNU5B-3P,0.0025512720550492,0.8055182019853107,0.9778925411457244
CDCP1,-0.4305234599367397,0.0086247865835307,0.10490794155899753
RPS24P8,-0.0146359041079525,0.8513969410275716,0.9959813530884177
TMEM158,-0.0089726114405768,0.938458986195198,1.0
LARS2,-0.095394633601344,0.0430523074184236,0.27020976155543514
LARS2-AS1,0.0113150003549139,0.7835666057389918,0.9684287912997904
LIMD1,-0.0866735006942621,0.0599308618049068,0.32221701338754694
LIMD1-AS1,0.0409230247186424,0.6453059950594306,0.9003301045182199
SACM1L,0.1282652613277418,0.011125720838935,0.12184059218438105
RN7SL145P,0.0433822561912345,0.6659962040454914,0.9105450731593154
RP11-697K23.3,0.0665689192509696,0.3263416133904567,0.7125401495105312
SLC6A20,0.2026936720401995,0.0500978082625897,0.2930397030613197
LZTFL1,0.0247837352724021,0.635175517234257,0.8951981886369579
RP11-852E15.1,-0.0672906942987166,0.0370147678897012,0.24654834170748754
CCR9,-0.091292528918908,0.4209418775137058,0.788293864539771
FYCO1,0.0003442518079756,0.9930232388917416,1.0
